0 1 3 13 18 23 26 28 35 38 | 21 31 37
0 0 0 0 0 0 0 0 0 0 | 0 0 0
0 0 0 0 0 0 0 0 0 1 | 0 0 0
0 0 0 0 0 0 0 0 1 0 | 0 0 0
0 0 0 0 0 0 0 0 1 1 | 0 0 0
0 0 0 0 0 0 0 1 0 0 | 0 0 0
0 0 0 0 0 0 0 1 0 1 | 0 0 0
0 0 0 0 0 0 0 1 1 0 | 0 0 0
0 0 0 0 0 0 0 1 1 1 | 0 0 0
0 0 0 0 0 0 1 0 0 0 | 0 0 0
0 0 0 0 0 0 1 0 0 1 | 0 0 0
0 0 0 0 0 0 1 0 1 0 | 0 0 0
0 0 0 0 0 0 1 0 1 1 | 0 0 0
0 0 0 0 0 0 1 1 0 0 | 0 0 0
0 0 0 0 0 0 1 1 0 1 | 0 0 0
0 0 0 0 0 0 1 1 1 0 | 0 0 0
0 0 0 0 0 0 1 1 1 1 | 0 0 0
0 0 0 0 0 1 0 0 0 0 | 0 0 0
0 0 0 0 0 1 0 0 0 1 | 0 0 0
0 0 0 0 0 1 0 0 1 0 | 0 0 0
0 0 0 0 0 1 0 0 1 1 | 0 0 0
0 0 0 0 0 1 0 1 0 0 | 0 0 0
0 0 0 0 0 1 0 1 0 1 | 0 0 0
0 0 0 0 0 1 0 1 1 0 | 0 0 0
0 0 0 0 0 1 0 1 1 1 | 0 0 0
0 0 0 0 0 1 1 0 0 0 | 0 0 0
0 0 0 0 0 1 1 0 0 1 | 0 0 0
0 0 0 0 0 1 1 0 1 0 | 0 0 0
0 0 0 0 0 1 1 0 1 1 | 0 0 0
0 0 0 0 0 1 1 1 0 0 | 0 0 0
0 0 0 0 0 1 1 1 0 1 | 0 0 0
0 0 0 0 0 1 1 1 1 0 | 0 0 0
0 0 0 0 0 1 1 1 1 1 | 0 0 0
0 0 0 0 1 0 0 0 0 0 | 0 0 0
0 0 0 0 1 0 0 0 0 1 | 0 0 0
0 0 0 0 1 0 0 0 1 0 | 0 0 0
0 0 0 0 1 0 0 0 1 1 | 0 0 0
0 0 0 0 1 0 0 1 0 0 | 0 0 0
0 0 0 0 1 0 0 1 0 1 | 0 0 0
0 0 0 0 1 0 0 1 1 0 | 0 0 0
0 0 0 0 1 0 0 1 1 1 | 0 0 0
0 0 0 0 1 0 1 0 0 0 | 0 0 0
0 0 0 0 1 0 1 0 0 1 | 0 0 0
0 0 0 0 1 0 1 0 1 0 | 0 0 0
0 0 0 0 1 0 1 0 1 1 | 0 0 0
0 0 0 0 1 0 1 1 0 0 | 0 0 0
0 0 0 0 1 0 1 1 0 1 | 0 0 0
0 0 0 0 1 0 1 1 1 0 | 0 0 0
0 0 0 0 1 0 1 1 1 1 | 0 0 0
0 0 0 0 1 1 0 0 0 0 | 0 0 0
0 0 0 0 1 1 0 0 0 1 | 0 0 0
0 0 0 0 1 1 0 0 1 0 | 0 0 0
0 0 0 0 1 1 0 0 1 1 | 0 0 0
0 0 0 0 1 1 0 1 0 0 | 0 0 0
0 0 0 0 1 1 0 1 0 1 | 0 0 0
0 0 0 0 1 1 0 1 1 0 | 0 0 0
0 0 0 0 1 1 0 1 1 1 | 0 0 0
0 0 0 0 1 1 1 0 0 0 | 0 0 0
0 0 0 0 1 1 1 0 0 1 | 0 0 0
0 0 0 0 1 1 1 0 1 0 | 0 0 0
